87,87,87,87,87,87,87,87,87,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
81,81,81,81,81,81,81,81,81,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
87,87,87,87,87,87,87,87,87,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,107,-1,106,105,107,107,105,105,105,107,107,105,105,105,105,105,105,105,105,107,-1,-1,107,105,105,105,105,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
81,81,82,-1,-1,-1,106,105,105,105,105,105,-1,-1,-1,106,105,105,105,107,107,105,105,105,105,105,107,105,105,107,107,105,105,105,-1,106,105,105,105,107,107,105,107,105,122,-1,106,105,105,-1,-1,106,105,105,105,105,105,-1,39,121,105,105,107,105,105,105,105,107,105,107,107,117,105,105,105,105,105,117,105,107,105,105,105,-1,-1,-1,-1,-1,106,105
87,87,88,29,29,29,107,105,86,87,87,88,-1,-1,-1,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,107,-1,39,86,87,87,87,87,87,87,87,88,105,107,-1,121,-1,-1,-1,107,105,105,105,107,105,48,116,-1,-1,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,-1,-1,-1,-1,-1,86,87
81,81,81,81,81,81,81,81,81,81,82,-1,-1,-1,-1,-1,107,105,105,107,107,105,105,105,105,105,107,105,105,107,105,105,116,107,105,48,107,105,105,107,107,105,107,105,107,105,107,105,122,-1,-1,-1,107,-1,80,81,81,81,81,82,105,105,107,-1,-1,-1,-1,107,105,107,107,117,105,105,105,105,105,117,105,107,105,105,107,-1,-1,-1,-1,-1,80,81
87,87,87,87,87,87,87,87,87,87,88,-1,-1,-1,-1,-1,39,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,-1,-1,-1,107,-1,86,87,87,87,87,87,87,87,88,-1,-1,-1,-1,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,-1,-1,-1,-1,-1,86,87
81,81,81,81,81,81,81,81,81,81,82,-1,-1,-1,-1,-1,39,80,81,81,81,81,81,81,82,-1,107,105,105,107,107,-1,-1,107,105,105,107,105,105,107,107,117,-1,-1,-1,-1,107,105,107,-1,-1,-1,107,105,107,105,105,105,105,107,105,105,107,105,105,105,105,107,105,107,107,105,105,-1,107,-1,106,105,105,107,105,105,107,-1,-1,-1,-1,-1,80,81
87,87,87,87,87,87,87,87,87,87,88,105,105,105,105,105,48,107,105,107,107,105,105,107,105,105,107,105,105,107,107,105,105,107,105,105,86,87,87,87,87,88,-1,106,105,105,86,87,88,-1,-1,-1,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,105,121,105,86,87,87,87,87,87,88,-1,-1,-1,-1,-1,86,87
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,82,-1,-1,80,80,80,81,82,-1,-1,-1,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,105,-1,-1,-1,-1,80,81
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,105,-1,86,87,87,87,88,-1,-1,-1,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,-1,-1,-1,-1,86,87
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,82,105,80,80,80,80,82,105,105,29,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,105,105,105,105,80,81
