81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,-1,107,105,105,105,105,105,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,-1,107,-1,105,107,-1,-1,-1,-1,39,-1,-1,35,-1,-1,-1,35,-1,39,-1,-1,-1,-1,-1,106,105,105,105,105,105,105,116,105,105,105,105,105,105,-1,86
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,107,-1,39,107,105,105,105,105,48,105,105,36,-1,-1,-1,36,105,48,105,105,105,105,105,107,-1,107,105,105,105,-1,39,-1,106,105,105,105,107,105,80
87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,105,105,48,107,-1,-1,-1,-1,39,-1,-1,35,-1,-1,-1,35,-1,39,-1,86,87,87,87,88,-1,107,-1,-1,88,105,48,105,107,86,87,87,87,87,87
-1,-1,-1,-1,-1,-1,-1,-1,-1,39,-1,-1,-1,-1,-1,46,43,44,43,44,43,44,43,44,43,44,43,44,43,44,43,47,-1,-1,-1,46,43,44,43,44,43,44,43,44,43,44,43,47,-1,39,-1,-1,-1,-1,107,105,105,105,105,48,105,105,36,-1,-1,-1,36,105,48,105,105,107,-1,-1,-1,-1,107,105,105,80,81,81,81,81,81,81,81,81,81,81
105,105,105,105,105,105,105,105,105,48,105,105,-1,-1,106,45,105,45,105,45,105,45,105,45,105,45,-1,45,105,45,105,45,-1,-1,106,45,105,45,105,45,105,45,105,45,105,45,105,45,105,48,105,105,105,105,107,-1,39,-1,-1,39,-1,-1,35,-1,-1,-1,35,-1,39,-1,-1,107,105,105,105,105,107,-1,-1,86,87,87,87,87,87,87,87,87,87,87
81,81,81,81,81,81,81,81,81,81,81,82,-1,-1,107,80,81,81,81,81,81,81,81,81,81,82,-1,80,81,81,81,82,-1,-1,107,105,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,105,48,105,105,48,105,105,36,105,105,105,36,105,48,105,105,107,105,-1,-1,80,82,-1,-1,80,81,81,81,81,81,81,81,81,81,81
87,87,87,87,87,87,87,87,87,87,87,88,-1,-1,107,86,87,87,87,87,87,87,87,87,87,88,-1,-1,86,87,87,88,-1,-1,107,105,105,105,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,-1,-1,86,88,-1,-1,86,87,87,87,87,87,87,87,87,87,87
81,81,81,81,81,81,81,81,81,81,81,82,-1,-1,107,105,105,105,105,105,105,105,-1,106,105,105,105,105,80,81,81,82,-1,-1,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,-1,-1,-1,80,82,-1,-1,80,81,81,81,81,81,81,81,81,81,81
87,87,87,87,87,87,87,87,87,87,87,88,105,105,86,87,87,87,87,87,87,87,-1,86,87,87,87,87,87,87,87,88,105,105,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,-1,-1,-1,86,88,-1,-1,86,87,87,87,87,87,87,87,87,87,87
